Ticker	Sample Size	Accuracy	SMAPE
AMZN	17	0.529	0.225
CMG	17	0.647	0.171
NKE	17	0.765	0.123
HD	18	0.556	0.117
MMM	17	0.647	0.120
GE	18	0.778	0.051
IBM	16	0.688	0.068
INTC	17	0.647	0.078
PKG	18	0.722	0.169
MON	18	0.889	0.027
Ensemble	173	0.688	0.115
