Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.812	0.060
ABT	16	0.688	0.024
LLY	16	0.938	0.022
PFE	16	1.000	0.016
ZTS	16	0.875	0.046
WMT	16	0.938	0.016
MNST	16	0.875	0.040
MDLZ	16	0.875	0.020
KO	16	0.625	0.029
KHC	6	0.667	0.014
Ensemble	150	0.840	0.030
