Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.889	0.012
CMG	18	0.778	0.012
NKE	18	0.833	0.013
HD	18	0.778	0.011
MMM	18	0.833	0.010
GE	18	0.889	0.010
IBM	18	0.889	0.011
INTC	18	0.833	0.014
PKG	18	0.889	0.011
MON	18	0.778	0.010
Ensemble	180	0.839	0.011
