Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.889	0.060
CMG	18	0.722	0.097
NKE	18	0.889	0.052
HD	18	0.889	0.039
MMM	18	0.833	0.033
GE	18	0.889	0.047
IBM	18	0.833	0.045
INTC	18	0.722	0.061
PKG	18	0.778	0.061
MON	18	0.667	0.051
Ensemble	180	0.811	0.054
