Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.778	0.040
ABT	18	0.833	0.025
LLY	18	0.833	0.026
PFE	18	0.611	0.021
ZTS	18	0.889	0.053
WMT	18	0.889	0.020
MNST	18	0.944	0.042
MDLZ	18	0.833	0.032
KO	18	0.722	0.014
KHC	8	0.875	0.006
Ensemble	170	0.818	0.029
