Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	1.000	0.039
CMG	18	1.000	0.018
NKE	18	1.000	0.015
HD	18	1.000	0.011
MMM	18	0.944	0.014
GE	18	0.778	0.010
IBM	18	1.000	0.009
INTC	18	0.833	0.019
PKG	18	1.000	0.013
MON	18	1.000	0.010
Ensemble	180	0.956	0.016
