Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.938	0.010
CMG	16	0.875	0.012
NKE	16	0.812	0.014
HD	16	0.875	0.010
MMM	16	0.875	0.009
GE	16	0.938	0.011
IBM	16	0.875	0.012
INTC	16	0.812	0.017
PKG	16	1.000	0.014
MON	16	0.938	0.010
Ensemble	160	0.894	0.012
