Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.889	0.045
CMG	18	0.833	0.067
NKE	18	0.889	0.046
HD	18	0.889	0.033
MMM	18	1.000	0.025
GE	18	0.944	0.026
IBM	18	0.889	0.019
INTC	18	0.944	0.035
PKG	18	0.833	0.042
MON	18	0.722	0.044
Ensemble	180	0.883	0.038
