Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.833	0.074
CMG	18	0.833	0.068
NKE	18	0.889	0.047
HD	18	1.000	0.018
MMM	18	0.833	0.023
GE	18	0.833	0.032
IBM	18	0.833	0.040
INTC	18	0.556	0.035
PKG	18	0.889	0.029
MON	18	0.889	0.015
Ensemble	180	0.839	0.038
