Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.688	0.054
CMG	16	0.812	0.085
NKE	16	0.812	0.034
HD	16	0.812	0.034
MMM	16	0.688	0.034
GE	16	0.562	0.050
IBM	16	0.625	0.055
INTC	16	0.562	0.071
PKG	16	0.688	0.054
MON	16	0.625	0.027
Ensemble	160	0.688	0.050
