Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.833	0.014
ABT	18	1.000	0.009
LLY	18	0.889	0.007
PFE	18	0.889	0.007
ZTS	18	0.944	0.011
WMT	18	0.944	0.008
MNST	18	0.889	0.009
MDLZ	18	0.889	0.010
KO	18	0.667	0.010
KHC	8	0.875	0.020
Ensemble	170	0.882	0.010
