Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.500	0.049
CMG	16	0.812	0.075
NKE	16	0.750	0.025
HD	16	0.688	0.029
MMM	16	0.688	0.035
GE	16	0.750	0.047
IBM	16	0.625	0.042
INTC	16	0.812	0.058
PKG	16	0.875	0.046
MON	16	0.688	0.021
Ensemble	160	0.719	0.043
