Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.833	0.012
ABT	18	0.944	0.008
LLY	18	0.889	0.007
PFE	18	0.944	0.006
ZTS	18	0.889	0.021
WMT	18	1.000	0.007
MNST	18	0.944	0.022
MDLZ	18	0.889	0.007
KO	18	0.722	0.005
KHC	8	0.875	0.009
Ensemble	170	0.894	0.011
