Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.875	0.010
ABT	16	0.750	0.009
LLY	16	0.875	0.020
PFE	16	0.938	0.009
ZTS	16	0.875	0.018
WMT	16	0.938	0.011
MNST	16	0.750	0.015
MDLZ	16	0.938	0.012
KO	16	0.812	0.008
KHC	6	0.833	0.013
Ensemble	150	0.860	0.012
