Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.889	0.043
CMG	18	0.778	0.069
NKE	18	0.944	0.045
HD	18	0.889	0.039
MMM	18	0.889	0.034
GE	18	0.944	0.040
IBM	18	0.833	0.034
INTC	18	0.833	0.051
PKG	18	0.778	0.053
MON	18	0.667	0.039
Ensemble	180	0.844	0.045
