Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.688	0.062
ABT	16	0.625	0.032
LLY	16	0.625	0.045
PFE	16	0.750	0.021
ZTS	16	0.875	0.047
WMT	16	0.625	0.034
MNST	16	0.750	0.050
MDLZ	16	0.875	0.036
KO	16	0.562	0.024
KHC	6	0.500	0.031
Ensemble	150	0.700	0.039
