Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.889	0.028
ABT	18	0.889	0.025
LLY	18	0.944	0.025
PFE	18	0.722	0.022
ZTS	18	0.833	0.023
WMT	18	0.833	0.031
MNST	18	0.722	0.051
MDLZ	18	0.889	0.024
KO	18	0.833	0.007
KHC	9	0.889	0.011
Ensemble	171	0.842	0.025
