Ticker	Date	Price	Model	Actual	Forecast
HCA	2013-05-01	close	MA	  -1.00	   0.00
HCA	2013-05-01	close	EWMA	  -1.00	   0.00
HCA	2013-05-01	close	ARIMA	  -1.00	   0.00
HCA	2013-05-01	close	KNN	  -1.00	   0.00
HCA	2013-05-01	close	SAX	  -1.00	   0.00
HCA	2013-05-01	close	LSTM	  -1.00	   0.00
HCA	2013-08-01	close	MA	  39.08	  39.11
HCA	2013-08-01	close	EWMA	  39.08	  39.02
HCA	2013-08-01	close	ARIMA	  39.08	  38.92
HCA	2013-08-01	close	KNN	  39.08	  38.35
HCA	2013-08-01	close	SAX	  39.08	  37.02
HCA	2013-08-01	close	LSTM	  39.08	  36.80
HCA	2013-11-01	close	MA	  47.31	  47.02
HCA	2013-11-01	close	EWMA	  47.31	  47.75
HCA	2013-11-01	close	ARIMA	  47.31	  47.06
HCA	2013-11-01	close	KNN	  47.31	  38.65
HCA	2013-11-01	close	SAX	  47.31	  42.23
HCA	2013-11-01	close	LSTM	  47.31	  40.86
HCA	2014-02-03	close	MA	  48.46	  49.54
HCA	2014-02-03	close	EWMA	  48.46	  50.28
HCA	2014-02-03	close	ARIMA	  48.46	  50.22
HCA	2014-02-03	close	KNN	  48.46	  46.37
HCA	2014-02-03	close	SAX	  48.46	  47.25
HCA	2014-02-03	close	LSTM	  48.46	  45.81
HCA	2014-05-01	close	MA	  52.40	  52.00
HCA	2014-05-01	close	EWMA	  52.40	  52.09
HCA	2014-05-01	close	ARIMA	  52.40	  51.95
HCA	2014-05-01	close	KNN	  52.40	  49.42
HCA	2014-05-01	close	SAX	  52.40	  49.02
HCA	2014-05-01	close	LSTM	  52.40	  48.22
HCA	2014-08-01	close	MA	  65.49	  64.64
HCA	2014-08-01	close	EWMA	  65.49	  65.56
HCA	2014-08-01	close	ARIMA	  65.49	  48.46
HCA	2014-08-01	close	KNN	  65.49	  54.81
HCA	2014-08-01	close	SAX	  65.49	  57.65
HCA	2014-08-01	close	LSTM	  65.49	  52.10
HCA	2014-11-03	close	MA	  70.23	  69.50
HCA	2014-11-03	close	EWMA	  70.23	  69.42
