Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.944	0.016
CMG	18	0.833	0.028
NKE	18	0.944	0.023
HD	18	0.944	0.017
MMM	18	0.889	0.009
GE	18	0.833	0.024
IBM	18	0.889	0.005
INTC	18	0.889	0.037
PKG	18	0.944	0.007
MON	18	0.944	0.022
Ensemble	180	0.906	0.019
