Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.938	0.041
CMG	16	0.812	0.057
NKE	16	0.875	0.019
HD	16	1.000	0.029
MMM	16	1.000	0.020
GE	16	0.688	0.045
IBM	16	0.750	0.028
INTC	16	0.688	0.100
PKG	16	0.625	0.044
MON	16	0.938	0.014
Ensemble	160	0.831	0.040
