Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.722	0.090
CMG	18	0.778	0.069
NKE	18	0.833	0.042
HD	18	0.778	0.032
MMM	18	0.889	0.040
GE	18	0.833	0.032
IBM	18	0.611	0.046
INTC	18	0.833	0.046
PKG	18	0.889	0.043
MON	18	0.833	0.017
Ensemble	180	0.800	0.046
