Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.833	0.014
ABT	18	0.889	0.008
LLY	18	0.944	0.009
PFE	18	0.889	0.012
ZTS	18	1.000	0.008
WMT	18	0.889	0.009
MNST	18	0.833	0.013
MDLZ	18	0.667	0.013
KO	18	0.833	0.007
KHC	9	0.889	0.016
Ensemble	171	0.865	0.011
