Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.833	0.049
ABT	18	0.722	0.046
LLY	18	0.889	0.047
PFE	18	0.556	0.040
ZTS	18	0.833	0.054
WMT	18	0.556	0.048
MNST	18	0.944	0.064
MDLZ	18	0.722	0.038
KO	18	0.611	0.026
KHC	8	1.000	0.031
Ensemble	170	0.753	0.045
