Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.833	0.055
ABT	18	0.778	0.026
LLY	18	0.889	0.014
PFE	18	0.722	0.041
ZTS	18	1.000	0.026
WMT	18	0.833	0.034
MNST	18	0.833	0.058
MDLZ	18	0.833	0.019
KO	18	0.889	0.010
KHC	9	0.778	0.013
Ensemble	171	0.842	0.031
