Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.812	0.046
ABT	16	0.500	0.028
LLY	16	0.812	0.031
PFE	16	0.625	0.018
ZTS	16	0.875	0.043
WMT	16	0.875	0.022
MNST	16	0.938	0.036
MDLZ	16	0.625	0.024
KO	16	0.688	0.021
KHC	6	0.667	0.014
Ensemble	150	0.747	0.029
