Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	1.000	0.100
CMG	18	0.944	0.046
NKE	18	0.722	0.072
HD	18	0.944	0.017
MMM	18	0.889	0.035
GE	18	0.778	0.026
IBM	18	0.889	0.035
INTC	18	0.833	0.040
PKG	18	1.000	0.041
MON	18	0.889	0.019
Ensemble	180	0.889	0.043
