Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	1.000	0.017
CMG	18	0.944	0.015
NKE	18	1.000	0.015
HD	18	1.000	0.012
MMM	18	1.000	0.009
GE	18	1.000	0.011
IBM	18	0.944	0.009
INTC	18	0.944	0.015
PKG	18	0.944	0.011
MON	18	0.889	0.008
Ensemble	180	0.967	0.012
