Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.750	0.012
CMG	16	0.812	0.013
NKE	16	0.750	0.011
HD	16	0.875	0.008
MMM	16	0.938	0.008
GE	16	0.688	0.010
IBM	16	0.688	0.012
INTC	16	0.875	0.013
PKG	16	0.938	0.015
MON	16	0.938	0.011
Ensemble	160	0.825	0.011
