Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.944	0.116
CMG	18	0.833	0.114
NKE	18	0.778	0.064
HD	18	0.833	0.042
MMM	18	0.722	0.046
GE	18	0.556	0.064
IBM	18	0.611	0.060
INTC	18	0.556	0.070
PKG	18	0.667	0.071
MON	18	0.778	0.041
Ensemble	180	0.728	0.069
