Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.500	0.152
ABT	16	0.562	0.068
LLY	16	0.500	0.070
PFE	16	0.625	0.023
ZTS	16	0.375	0.104
WMT	16	0.688	0.031
MNST	16	0.500	0.155
MDLZ	16	0.562	0.055
KO	15	0.600	0.028
KHC	6	1.000	0.038
Ensemble	149	0.564	0.075
