Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	0.812	0.048
CMG	16	0.875	0.049
NKE	16	0.875	0.029
HD	16	0.750	0.026
MMM	16	0.750	0.033
GE	16	0.688	0.040
IBM	16	0.750	0.023
INTC	16	0.688	0.071
PKG	16	0.812	0.035
MON	16	0.938	0.016
Ensemble	160	0.794	0.037
