Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	1.000	0.012
CMG	16	0.938	0.013
NKE	16	0.875	0.011
HD	16	1.000	0.008
MMM	16	0.938	0.008
GE	16	0.938	0.010
IBM	16	1.000	0.012
INTC	16	0.875	0.013
PKG	16	0.938	0.015
MON	16	0.938	0.011
Ensemble	160	0.944	0.011
