Ticker	Date	Price	Model	Actual	Forecast
HCA	2013-03-19	close	MA	  -1.00	   0.00
HCA	2013-03-19	close	EWMA	  -1.00	   0.00
HCA	2013-03-19	close	ARIMA	  -1.00	   0.00
HCA	2013-03-19	close	KNN	  -1.00	   0.00
HCA	2013-03-19	close	SAX	  -1.00	   0.00
HCA	2013-03-19	close	LSTM	  -1.00	   0.00
HCA	2013-05-02	close	MA	  -1.00	   0.00
HCA	2013-05-02	close	EWMA	  -1.00	   0.00
HCA	2013-05-02	close	ARIMA	  -1.00	   0.00
HCA	2013-05-02	close	KNN	  -1.00	   0.00
HCA	2013-05-02	close	SAX	  -1.00	   0.00
HCA	2013-05-02	close	LSTM	  -1.00	   0.00
HCA	2013-11-05	close	MA	  46.45	  47.24
HCA	2013-11-05	close	EWMA	  46.45	  48.72
HCA	2013-11-05	close	ARIMA	  46.45	  47.66
HCA	2013-11-05	close	KNN	  46.45	  42.66
HCA	2013-11-05	close	SAX	  46.45	  42.51
HCA	2013-11-05	close	LSTM	  46.45	  38.30
HCA	2014-01-16	close	MA	  51.22	  51.13
HCA	2014-01-16	close	EWMA	  51.22	  50.52
HCA	2014-01-16	close	ARIMA	  51.22	  51.02
HCA	2014-01-16	close	KNN	  51.22	  46.07
HCA	2014-01-16	close	SAX	  51.22	  47.57
HCA	2014-01-16	close	LSTM	  51.22	  45.14
HCA	2014-05-02	close	MA	  51.88	  52.37
HCA	2014-05-02	close	EWMA	  51.88	  51.96
HCA	2014-05-02	close	ARIMA	  51.88	  52.35
HCA	2014-05-02	close	KNN	  51.88	  49.39
HCA	2014-05-02	close	SAX	  51.88	  49.84
HCA	2014-05-02	close	LSTM	  51.88	  48.27
HCA	2014-06-19	close	MA	  56.49	  55.37
HCA	2014-06-19	close	EWMA	  56.49	  56.39
HCA	2014-06-19	close	ARIMA	  56.49	  55.77
HCA	2014-06-19	close	KNN	  56.49	  51.62
HCA	2014-06-19	close	SAX	  56.49	  52.30
HCA	2014-06-19	close	LSTM	  56.49	  49.83
HCA	2014-06-24	close	MA	  56.54	  56.70
HCA	2014-06-24	close	EWMA	  56.54	  58.41
HCA	2014-06-24	close	ARIMA	  56.54	  57.97
HCA	2014-06-24	close	KNN	  56.54	  54.02
HCA	2014-06-24	close	SAX	  56.54	  52.48
HCA	2014-06-24	close	LSTM	  56.54	  46.86
HCA	2014-06-25	close	MA	  56.85	  56.89
HCA	2014-06-25	close	EWMA	  56.85	  56.27
HCA	2014-06-25	close	ARIMA	  56.85	  56.50
HCA	2014-06-25	close	KNN	  56.85	  53.24
HCA	2014-06-25	close	SAX	  56.85	  51.22
HCA	2014-06-25	close	LSTM	  56.85	  50.11
HCA	2014-08-04	close	MA	  65.83	  65.16
HCA	2014-08-04	close	EWMA	  65.83	  65.67
HCA	2014-08-04	close	ARIMA	  65.83	  57.47
HCA	2014-08-04	close	KNN	  65.83	  51.79
HCA	2014-08-04	close	SAX	  65.83	  58.27
HCA	2014-08-04	close	LSTM	  65.83	  48.46
HCA	2014-09-08	close	MA	  70.23	  69.29
HCA	2014-09-08	close	EWMA	  70.23	  69.22
HCA	2014-09-08	close	ARIMA	  70.23	  69.23
HCA	2014-09-08	close	KNN	  70.23	  62.35
HCA	2014-09-08	close	SAX	  70.23	  67.85
HCA	2014-09-08	close	LSTM	  70.23	  46.80
HCA	2014-11-17	close	MA	  65.73	  64.86
HCA	2014-11-17	close	EWMA	  65.73	  64.27
HCA	2014-11-17	close	ARIMA	  65.73	  62.89
HCA	2014-11-17	close	KNN	  65.73	  68.95
HCA	2014-11-17	close	SAX	  65.73	  70.17
HCA	2014-11-17	close	LSTM	  65.73	  38.76
HCA	2015-06-01	close	MA	  82.39	  81.98
HCA	2015-06-01	close	EWMA	  82.39	  82.59
HCA	2015-06-01	close	ARIMA	  82.39	  81.76
HCA	2015-06-01	close	KNN	  82.39	  75.72
HCA	2015-06-01	close	SAX	  82.39	  76.69
HCA	2015-06-01	close	LSTM	  82.39	  68.65
HCA	2016-03-22	close	MA	  77.16	  74.47
HCA	2016-03-22	close	EWMA	  77.16	  74.66
HCA	2016-03-22	close	ARIMA	  77.16	  75.52
HCA	2016-03-22	close	KNN	  77.16	  69.70
HCA	2016-03-22	close	SAX	  77.16	  70.51
HCA	2016-03-22	close	LSTM	  77.16	  76.50
HCA	2016-09-09	close	MA	  75.94	  76.79
HCA	2016-09-09	close	EWMA	  75.94	  79.52
HCA	2016-09-09	close	ARIMA	  75.94	  77.96
HCA	2016-09-09	close	KNN	  75.94	  78.25
HCA	2016-09-09	close	SAX	  75.94	  77.81
HCA	2016-09-09	close	LSTM	  75.94	  70.00
HCA	2016-11-25	close	MA	  71.39	  72.22
HCA	2016-11-25	close	EWMA	  71.39	  70.75
HCA	2016-11-25	close	ARIMA	  71.39	  71.07
HCA	2016-11-25	close	KNN	  71.39	  75.12
HCA	2016-11-25	close	SAX	  71.39	  73.31
HCA	2016-11-25	close	LSTM	  71.39	  70.67
HCA	2017-02-07	close	MA	  82.59	  82.20
HCA	2017-02-07	close	EWMA	  82.59	  82.48
HCA	2017-02-07	close	ARIMA	  82.59	  82.41
HCA	2017-02-07	close	KNN	  82.59	  74.99
HCA	2017-02-07	close	SAX	  82.59	  77.03
HCA	2017-02-07	close	LSTM	  82.59	  79.81
HCA	2017-04-24	close	MA	  84.26	  84.63
HCA	2017-04-24	close	EWMA	  84.26	  83.45
HCA	2017-04-24	close	ARIMA	  84.26	  83.40
HCA	2017-04-24	close	KNN	  84.26	  84.14
HCA	2017-04-24	close	SAX	  84.26	  85.22
HCA	2017-04-24	close	LSTM	  84.26	  81.17
HCA	2017-11-02	close	MA	  76.43	  76.44
HCA	2017-11-02	close	EWMA	  76.43	  76.76
HCA	2017-11-02	close	ARIMA	  76.43	  76.94
HCA	2017-11-02	close	KNN	  76.43	  77.71
HCA	2017-11-02	close	SAX	  76.43	  78.19
HCA	2017-11-02	close	LSTM	  76.43	  74.15
ABT	2013-03-19	close	MA	  -1.00	   0.00
ABT	2013-03-19	close	EWMA	  -1.00	   0.00
ABT	2013-03-19	close	ARIMA	  -1.00	   0.00
ABT	2013-03-19	close	KNN	  -1.00	   0.00
ABT	2013-03-19	close	SAX	  -1.00	   0.00
ABT	2013-03-19	close	LSTM	  -1.00	   0.00
ABT	2013-05-02	close	MA	  -1.00	   0.00
ABT	2013-05-02	close	EWMA	  -1.00	   0.00
ABT	2013-05-02	close	ARIMA	  -1.00	   0.00
ABT	2013-05-02	close	KNN	  -1.00	   0.00
ABT	2013-05-02	close	SAX	  -1.00	   0.00
ABT	2013-05-02	close	LSTM	  -1.00	   0.00
ABT	2013-11-05	close	MA	  37.36	  36.94
ABT	2013-11-05	close	EWMA	  37.36	  36.98
ABT	2013-11-05	close	ARIMA	  37.36	  36.90
ABT	2013-11-05	close	KNN	  37.36	  35.83
ABT	2013-11-05	close	SAX	  37.36	  36.66
ABT	2013-11-05	close	LSTM	  37.36	  36.85
ABT	2014-01-16	close	MA	  39.54	  39.41
ABT	2014-01-16	close	EWMA	  39.54	  39.75
ABT	2014-01-16	close	ARIMA	  39.54	  39.43
ABT	2014-01-16	close	KNN	  39.54	  36.42
ABT	2014-01-16	close	SAX	  39.54	  38.12
ABT	2014-01-16	close	LSTM	  39.54	  36.75
ABT	2014-05-02	close	MA	  38.56	  38.47
ABT	2014-05-02	close	EWMA	  38.56	  38.42
ABT	2014-05-02	close	ARIMA	  38.56	  38.62
ABT	2014-05-02	close	KNN	  38.56	  39.61
ABT	2014-05-02	close	SAX	  38.56	  38.76
ABT	2014-05-02	close	LSTM	  38.56	  38.34
ABT	2014-06-19	close	MA	  41.00	  39.95
ABT	2014-06-19	close	EWMA	  41.00	  40.59
ABT	2014-06-19	close	ARIMA	  41.00	  40.36
ABT	2014-06-19	close	KNN	  41.00	  38.65
ABT	2014-06-19	close	SAX	  41.00	  39.95
ABT	2014-06-19	close	LSTM	  41.00	  38.76
ABT	2014-06-24	close	MA	  40.45	  40.56
ABT	2014-06-24	close	EWMA	  40.45	  40.72
ABT	2014-06-24	close	ARIMA	  40.45	  40.66
ABT	2014-06-24	close	KNN	  40.45	  38.65
ABT	2014-06-24	close	SAX	  40.45	  39.78
ABT	2014-06-24	close	LSTM	  40.45	  38.82
ABT	2014-06-25	close	MA	  40.70	  40.68
ABT	2014-06-25	close	EWMA	  40.70	  40.71
ABT	2014-06-25	close	ARIMA	  40.70	  40.36
ABT	2014-06-25	close	KNN	  40.70	  39.07
ABT	2014-06-25	close	SAX	  40.70	  39.65
ABT	2014-06-25	close	LSTM	  40.70	  37.78
ABT	2014-08-04	close	MA	  42.39	  42.61
ABT	2014-08-04	close	EWMA	  42.39	  42.70
ABT	2014-08-04	close	ARIMA	  42.39	  42.37
ABT	2014-08-04	close	KNN	  42.39	  40.08
ABT	2014-08-04	close	SAX	  42.39	  40.85
ABT	2014-08-04	close	LSTM	  42.39	  39.52
ABT	2014-09-08	close	MA	  42.81	  42.62
ABT	2014-09-08	close	EWMA	  42.81	  43.02
ABT	2014-09-08	close	ARIMA	  42.81	  42.92
ABT	2014-09-08	close	KNN	  42.81	  41.00
ABT	2014-09-08	close	SAX	  42.81	  40.22
ABT	2014-09-08	close	LSTM	  42.81	  36.52
ABT	2014-11-17	close	MA	  43.71	  44.19
ABT	2014-11-17	close	EWMA	  43.71	  43.82
ABT	2014-11-17	close	ARIMA	  43.71	  43.76
ABT	2014-11-17	close	KNN	  43.71	  43.09
ABT	2014-11-17	close	SAX	  43.71	  42.54
ABT	2014-11-17	close	LSTM	  43.71	  35.39
ABT	2015-06-01	close	MA	  48.94	  48.90
ABT	2015-06-01	close	EWMA	  48.94	  48.68
ABT	2015-06-01	close	ARIMA	  48.94	  48.62
ABT	2015-06-01	close	KNN	  48.94	  47.35
ABT	2015-06-01	close	SAX	  48.94	  47.59
ABT	2015-06-01	close	LSTM	  48.94	  39.98
ABT	2016-03-22	close	MA	  41.03	  40.38
ABT	2016-03-22	close	EWMA	  41.03	  40.58
ABT	2016-03-22	close	ARIMA	  41.03	  40.82
ABT	2016-03-22	close	KNN	  41.03	  39.07
ABT	2016-03-22	close	SAX	  41.03	  39.01
ABT	2016-03-22	close	LSTM	  41.03	  41.12
ABT	2016-09-09	close	MA	  41.01	  42.06
ABT	2016-09-09	close	EWMA	  41.01	  41.99
ABT	2016-09-09	close	ARIMA	  41.01	  41.86
ABT	2016-09-09	close	KNN	  41.01	  43.81
ABT	2016-09-09	close	SAX	  41.01	  44.70
ABT	2016-09-09	close	LSTM	  41.01	  41.14
ABT	2016-11-25	close	MA	  39.16	  39.41
ABT	2016-11-25	close	EWMA	  39.16	  38.64
ABT	2016-11-25	close	ARIMA	  39.16	  39.05
ABT	2016-11-25	close	KNN	  39.16	  40.99
ABT	2016-11-25	close	SAX	  39.16	  39.77
ABT	2016-11-25	close	LSTM	  39.16	  39.27
ABT	2017-02-07	close	MA	  42.89	  42.41
ABT	2017-02-07	close	EWMA	  42.89	  42.47
ABT	2017-02-07	close	ARIMA	  42.89	  42.36
ABT	2017-02-07	close	KNN	  42.89	  39.37
ABT	2017-02-07	close	SAX	  42.89	  40.25
ABT	2017-02-07	close	LSTM	  42.89	  42.87
ABT	2017-04-24	close	MA	  44.13	  43.57
ABT	2017-04-24	close	EWMA	  44.13	  43.62
ABT	2017-04-24	close	ARIMA	  44.13	  43.49
ABT	2017-04-24	close	KNN	  44.13	  45.07
ABT	2017-04-24	close	SAX	  44.13	  44.03
ABT	2017-04-24	close	LSTM	  44.13	  43.02
ABT	2017-11-02	close	MA	  54.37	  54.67
ABT	2017-11-02	close	EWMA	  54.37	  54.25
ABT	2017-11-02	close	ARIMA	  54.37	  54.00
ABT	2017-11-02	close	KNN	  54.37	  51.24
ABT	2017-11-02	close	SAX	  54.37	  53.95
ABT	2017-11-02	close	LSTM	  54.37	  46.85
LLY	2013-03-19	close	MA	  -1.00	   0.00
LLY	2013-03-19	close	EWMA	  -1.00	   0.00
LLY	2013-03-19	close	ARIMA	  -1.00	   0.00
LLY	2013-03-19	close	KNN	  -1.00	   0.00
LLY	2013-03-19	close	SAX	  -1.00	   0.00
LLY	2013-03-19	close	LSTM	  -1.00	   0.00
LLY	2013-05-02	close	MA	  -1.00	   0.00
LLY	2013-05-02	close	EWMA	  -1.00	   0.00
LLY	2013-05-02	close	ARIMA	  -1.00	   0.00
LLY	2013-05-02	close	KNN	  -1.00	   0.00
LLY	2013-05-02	close	SAX	  -1.00	   0.00
LLY	2013-05-02	close	LSTM	  -1.00	   0.00
LLY	2013-11-05	close	MA	  50.37	  50.00
LLY	2013-11-05	close	EWMA	  50.37	  50.19
LLY	2013-11-05	close	ARIMA	  50.37	  50.48
LLY	2013-11-05	close	KNN	  50.37	  51.78
LLY	2013-11-05	close	SAX	  50.37	  50.31
LLY	2013-11-05	close	LSTM	  50.37	  52.07
LLY	2014-01-16	close	MA	  55.30	  52.31
LLY	2014-01-16	close	EWMA	  55.30	  53.58
LLY	2014-01-16	close	ARIMA	  55.30	  53.39
LLY	2014-01-16	close	KNN	  55.30	  50.97
LLY	2014-01-16	close	SAX	  55.30	  50.50
LLY	2014-01-16	close	LSTM	  55.30	  54.95
LLY	2014-05-02	close	MA	  59.08	  59.14
LLY	2014-05-02	close	EWMA	  59.08	  59.90
LLY	2014-05-02	close	ARIMA	  59.08	  59.46
LLY	2014-05-02	close	KNN	  59.08	  59.01
LLY	2014-05-02	close	SAX	  59.08	  58.57
LLY	2014-05-02	close	LSTM	  59.08	  55.11
LLY	2014-06-19	close	MA	  59.85	  59.17
LLY	2014-06-19	close	EWMA	  59.85	  60.15
