Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.556	0.210
CMG	16	0.812	0.094
NKE	17	0.824	0.093
HD	18	0.667	0.118
MMM	18	0.667	0.096
GE	18	0.500	0.064
IBM	18	0.778	0.048
INTC	18	0.611	0.111
PKG	18	0.500	0.157
MON	16	0.750	0.045
Ensemble	175	0.663	0.104
