Ticker	Date	Price	Model	Actual	Forecast
AAPL	2013-05-01	close	MA	  -1.00	   0.00
AAPL	2013-05-01	close	EWMA	  -1.00	   0.00
AAPL	2013-05-01	close	ARIMA	  -1.00	   0.00
AAPL	2013-05-01	close	KNN	  -1.00	   0.00
AAPL	2013-05-01	close	SAX	  -1.00	   0.00
AAPL	2013-05-01	close	LSTM	  -1.00	   0.00
AAPL	2013-08-01	close	MA	  65.24	  63.80
AAPL	2013-08-01	close	EWMA	  65.24	  67.01
AAPL	2013-08-01	close	ARIMA	  65.24	  64.60
AAPL	2013-08-01	close	KNN	  65.24	  59.63
AAPL	2013-08-01	close	SAX	  65.24	  61.20
AAPL	2013-08-01	close	LSTM	  65.24	  64.73
AAPL	2013-11-01	close	MA	  74.29	  74.86
AAPL	2013-11-01	close	EWMA	  74.29	  77.12
AAPL	2013-11-01	close	ARIMA	  74.29	  74.51
AAPL	2013-11-01	close	KNN	  74.29	  70.68
AAPL	2013-11-01	close	SAX	  74.29	  73.82
AAPL	2013-11-01	close	LSTM	  74.29	  60.48
AAPL	2014-02-03	close	MA	  71.65	  73.09
AAPL	2014-02-03	close	EWMA	  71.65	  71.91
AAPL	2014-02-03	close	ARIMA	  71.65	  71.47
AAPL	2014-02-03	close	KNN	  71.65	  75.42
AAPL	2014-02-03	close	SAX	  71.65	  75.79
AAPL	2014-02-03	close	LSTM	  71.65	  74.65
AAPL	2014-05-01	close	MA	  84.50	  83.32
AAPL	2014-05-01	close	EWMA	  84.50	  80.59
AAPL	2014-05-01	close	ARIMA	  84.50	  84.22
AAPL	2014-05-01	close	KNN	  84.50	  76.01
AAPL	2014-05-01	close	SAX	  84.50	  76.06
AAPL	2014-05-01	close	LSTM	  84.50	  76.47
AAPL	2014-08-01	close	MA	  96.13	  97.76
AAPL	2014-08-01	close	EWMA	  96.13	  94.17
AAPL	2014-08-01	close	ARIMA	  96.13	  95.55
AAPL	2014-08-01	close	KNN	  96.13	  94.33
AAPL	2014-08-01	close	SAX	  96.13	  94.33
AAPL	2014-08-01	close	LSTM	  96.13	  63.22
AAPL	2014-11-03	close	MA	 109.40	 106.83
AAPL	2014-11-03	close	EWMA	 109.40	 106.51
AAPL	2014-11-03	close	ARIMA	 109.40	 107.97
AAPL	2014-11-03	close	KNN	 109.40	  98.63
AAPL	2014-11-03	close	SAX	 109.40	 101.49
AAPL	2014-11-03	close	LSTM	 109.40	  77.39
AAPL	2015-02-02	close	MA	 118.63	 114.72
AAPL	2015-02-02	close	EWMA	 118.63	 118.47
AAPL	2015-02-02	close	ARIMA	 118.63	 117.09
AAPL	2015-02-02	close	KNN	 118.63	 111.38
AAPL	2015-02-02	close	SAX	 118.63	 112.94
AAPL	2015-02-02	close	LSTM	 118.63	  98.27
AAPL	2015-05-01	close	MA	 128.95	 129.46
AAPL	2015-05-01	close	EWMA	 128.95	 128.41
AAPL	2015-05-01	close	ARIMA	 128.95	 125.09
AAPL	2015-05-01	close	KNN	 128.95	 127.53
AAPL	2015-05-01	close	SAX	 128.95	 125.62
AAPL	2015-05-01	close	LSTM	 128.95	 107.33
AAPL	2015-08-03	close	MA	 118.44	 122.56
AAPL	2015-08-03	close	EWMA	 118.44	 119.83
AAPL	2015-08-03	close	ARIMA	 118.44	 121.23
AAPL	2015-08-03	close	KNN	 118.44	 128.69
AAPL	2015-08-03	close	SAX	 118.44	 128.99
AAPL	2015-08-03	close	LSTM	 118.44	  80.51
AAPL	2015-11-02	close	MA	 121.18	 117.83
AAPL	2015-11-02	close	EWMA	 121.18	 118.14
AAPL	2015-11-02	close	ARIMA	 121.18	 119.44
AAPL	2015-11-02	close	KNN	 121.18	 112.63
AAPL	2015-11-02	close	SAX	 121.18	 114.54
AAPL	2015-11-02	close	LSTM	 121.18	 115.67
AAPL	2016-02-01	close	MA	  96.43	  96.86
AAPL	2016-02-01	close	EWMA	  96.43	  96.50
AAPL	2016-02-01	close	ARIMA	  96.43	  97.61
AAPL	2016-02-01	close	KNN	  96.43	 111.73
AAPL	2016-02-01	close	SAX	  96.43	 109.02
AAPL	2016-02-01	close	LSTM	  96.43	  94.21
AAPL	2016-05-02	close	MA	  93.64	  99.16
AAPL	2016-05-02	close	EWMA	  93.64	  94.23
AAPL	2016-05-02	close	ARIMA	  93.64	  93.96
AAPL	2016-05-02	close	KNN	  93.64	  95.20
AAPL	2016-05-02	close	SAX	  93.64	 105.62
AAPL	2016-05-02	close	LSTM	  93.64	 104.52
AAPL	2016-08-01	close	MA	 106.05	 101.10
AAPL	2016-08-01	close	EWMA	 106.05	 104.29
AAPL	2016-08-01	close	ARIMA	 106.05	 104.58
AAPL	2016-08-01	close	KNN	 106.05	  96.72
AAPL	2016-08-01	close	SAX	 106.05	  96.96
AAPL	2016-08-01	close	LSTM	 106.05	 104.31
AAPL	2016-11-01	close	MA	 111.49	 115.12
AAPL	2016-11-01	close	EWMA	 111.49	 113.89
AAPL	2016-11-01	close	ARIMA	 111.49	 113.43
AAPL	2016-11-01	close	KNN	 111.49	 112.89
AAPL	2016-11-01	close	SAX	 111.49	 113.18
AAPL	2016-11-01	close	LSTM	 111.49	 116.74
AAPL	2017-02-01	close	MA	 128.75	 121.75
AAPL	2017-02-01	close	EWMA	 128.75	 124.03
AAPL	2017-02-01	close	ARIMA	 128.75	 121.15
AAPL	2017-02-01	close	KNN	 128.75	 110.92
AAPL	2017-02-01	close	SAX	 128.75	 117.31
AAPL	2017-02-01	close	LSTM	 128.75	 117.73
AAPL	2017-05-01	close	MA	 146.58	 143.86
AAPL	2017-05-01	close	EWMA	 146.58	 143.89
AAPL	2017-05-01	close	ARIMA	 146.58	 114.75
AAPL	2017-05-01	close	KNN	 146.58	 139.14
AAPL	2017-05-01	close	SAX	 146.58	 142.41
AAPL	2017-05-01	close	LSTM	 146.58	 121.68
AAPL	2017-08-01	close	MA	 158.59	 151.00
AAPL	2017-08-01	close	EWMA	 158.59	 148.44
AAPL	2017-08-01	close	ARIMA	 158.59	 148.68
AAPL	2017-08-01	close	KNN	 158.59	 147.13
AAPL	2017-08-01	close	SAX	 158.59	 146.22
AAPL	2017-08-01	close	LSTM	 158.59	 126.63
AAPL	2017-11-01	close	MA	 166.89	 162.53
AAPL	2017-11-01	close	EWMA	 166.89	 170.19
AAPL	2017-11-01	close	ARIMA	 166.89	 168.97
AAPL	2017-11-01	close	KNN	 166.89	 157.26
AAPL	2017-11-01	close	SAX	 166.89	 158.60
AAPL	2017-11-01	close	LSTM	 166.89	 132.03
IBM	2013-05-01	close	MA	  -1.00	   0.00
IBM	2013-05-01	close	EWMA	  -1.00	   0.00
IBM	2013-05-01	close	ARIMA	  -1.00	   0.00
IBM	2013-05-01	close	KNN	  -1.00	   0.00
IBM	2013-05-01	close	SAX	  -1.00	   0.00
IBM	2013-05-01	close	LSTM	  -1.00	   0.00
IBM	2013-08-01	close	MA	 195.81	 196.37
IBM	2013-08-01	close	EWMA	 195.81	 197.58
IBM	2013-08-01	close	ARIMA	 195.81	 195.49
IBM	2013-08-01	close	KNN	 195.81	 202.97
