Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.938	0.022
ABT	16	0.938	0.007
LLY	16	0.875	0.009
PFE	16	0.750	0.007
ZTS	16	0.875	0.030
WMT	16	0.938	0.006
MNST	16	0.938	0.010
MDLZ	16	1.000	0.009
KO	16	0.812	0.005
KHC	6	0.833	0.010
Ensemble	150	0.893	0.012
