Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.778	0.037
ABT	18	0.833	0.032
LLY	18	0.944	0.026
PFE	18	0.611	0.014
ZTS	18	0.778	0.065
WMT	18	0.667	0.033
MNST	18	0.944	0.047
MDLZ	18	0.833	0.027
KO	18	0.722	0.011
KHC	8	0.750	0.005
Ensemble	170	0.788	0.031
