Ticker	Sample Size	Accuracy	SMAPE
AMZN	16	1.000	0.022
CMG	16	0.875	0.031
NKE	16	0.875	0.020
HD	16	1.000	0.006
MMM	16	1.000	0.009
GE	16	0.875	0.026
IBM	16	1.000	0.007
INTC	16	0.750	0.096
PKG	16	0.938	0.013
MON	16	0.938	0.009
Ensemble	160	0.925	0.024
