Ticker	Sample Size	Accuracy	SMAPE
HCA	18	0.778	0.032
ABT	18	0.833	0.025
LLY	18	0.889	0.032
PFE	18	0.667	0.020
ZTS	18	0.833	0.072
WMT	18	0.944	0.019
MNST	18	0.944	0.035
MDLZ	18	0.833	0.031
KO	18	0.722	0.013
KHC	8	0.750	0.007
Ensemble	170	0.824	0.030
