Ticker	Sample Size	Accuracy	SMAPE
HCA	16	0.812	0.016
ABT	16	0.875	0.008
LLY	16	1.000	0.012
PFE	16	0.875	0.010
ZTS	16	0.812	0.014
WMT	16	0.875	0.009
MNST	16	0.875	0.016
MDLZ	16	0.938	0.009
KO	16	0.875	0.006
KHC	6	0.833	0.015
Ensemble	150	0.880	0.011
