Ticker	Sample Size	Accuracy	SMAPE
AMZN	18	0.889	0.052
CMG	18	0.722	0.070
NKE	18	0.889	0.049
HD	18	0.833	0.042
MMM	18	1.000	0.023
GE	18	1.000	0.027
IBM	18	0.889	0.023
INTC	18	0.833	0.038
PKG	18	0.833	0.049
MON	18	0.778	0.034
Ensemble	180	0.867	0.041
